195 6.20212e-06
196 1.24042e-05
197 4.73134e-05
198 0.000108626
199 0.000113765
200 0.000106677
201 0.000218138
202 0.000234795
203 0.000323042
204 0.000509283
205 0.000729193
206 0.00121686
207 0.00197352
208 0.00285404
209 0.0043227
210 0.00661182
211 0.00965352
212 0.013322
213 0.0187765
214 0.0242693
215 0.0311536
216 0.0395144
217 0.0498103
218 0.0603309
219 0.0697362
220 0.0807325
221 0.0912896
222 0.100058
223 0.108767
224 0.114098
225 0.117867
226 0.119254
227 0.117724
228 0.113598
229 0.107554
230 0.0995315
231 0.0909607
232 0.0798343
233 0.0681683
234 0.0577147
235 0.0483073
236 0.0391923
237 0.0302056
238 0.0235838
239 0.0168827
240 0.0126213
241 0.00917365
242 0.00625156
243 0.00412725
244 0.00262066
245 0.00171551
246 0.00104107
247 0.000592214
248 0.000252515
249 0.000171179
250 6.59197e-05
251 5.42243e-05
252 2.53401e-05
253 2.30365e-06
254 8.15136e-06
