       MaxNparticles                Npore               Ngauge    Ngauge_frequencey              Chempot 
                 171                   84                   87                   16            -1603.797
                 171                   85                   86                  351            -1381.574
                 171                   86                   85                  597            -1437.798
                 171                   87                   84                 1911            -1415.564
                 171                   88                   83                 4686            -1392.222
                 171                   89                   82                 8690            -1408.493
                 171                   90                   81                19183            -1396.761
                 171                   91                   80                36570            -1378.546
                 171                   92                   79                55888            -1372.797
                 171                   93                   78                78968            -1371.255
                 171                   94                   77               108239            -1373.695
                 171                   95                   76               150608            -1373.107
                 171                   96                   75               205451            -1369.972
                 171                   97                   74               266822            -1365.369
                 171                   98                   73               324346            -1361.472
                 171                   99                   72               371962            -1360.689
                 171                  100                   71               416970            -1356.005
                 171                  101                   70               436852            -1353.769
                 171                  102                   69               439825            -1350.433
                 171                  103                   68               420128            -1347.327
                 171                  104                   67               381673            -1345.670
                 171                  105                   66               335213            -1341.428
                 171                  106                   65               276261            -1338.460
                 171                  107                   64               216731            -1339.839
                 171                  108                   63               170079            -1335.304
                 171                  109                   62               124732            -1331.320
                 171                  110                   61                86008            -1328.758
                 171                  111                   60                56662            -1326.264
                 171                  112                   59                35683            -1320.204
                 171                  113                   58                20615            -1297.230
                 171                  114                   57                 8999            -1316.806
                 171                  115                   56                 4831            -1328.704
                 171                  116                   55                 2920            -1283.769
                 171                  117                   54                 1036            -1300.675
