       MaxNparticles                Npore               Ngauge    Ngauge_frequencey              Chempot 
                 321                  222                   99                   56            -1086.330
                 321                  223                   98                  123            -1088.766
                 321                  224                   97                  275            -1091.371
                 321                  225                   96                  627            -1044.706
                 321                  226                   95                  829            -1075.589
                 321                  227                   94                 1545            -1040.997
                 321                  228                   93                 1917            -1068.454
                 321                  229                   92                 3223            -1043.570
                 321                  230                   91                 4031            -1073.512
                 321                  231                   90                 7027            -1074.057
                 321                  232                   89                12191            -1070.912
                 321                  233                   88                20175            -1055.181
                 321                  234                   87                27569            -1058.547
                 321                  235                   86                38709            -1058.196
                 321                  236                   85                53510            -1058.529
                 321                  237                   84                73390            -1053.717
                 321                  238                   83                94137            -1059.335
                 321                  239                   82               127242            -1056.541
                 321                  240                   81               164564            -1055.223
                 321                  241                   80               207087            -1053.914
                 321                  242                   79               253552            -1054.048
                 321                  243                   78               307032            -1053.610
                 321                  244                   77               365249            -1053.119
                 321                  245                   76               426529            -1052.682
                 321                  246                   75               489165            -1051.570
                 321                  247                   74               546612            -1053.229
                 321                  248                   73               614226            -1050.531
                 321                  249                   72               660152            -1050.069
                 321                  250                   71               696097            -1047.838
                 321                  251                   70               705540            -1050.246
                 321                  252                   69               724758            -1049.480
                 321                  253                   68               727456            -1048.645
                 321                  254                   67               712732            -1047.670
                 321                  255                   66               680397            -1046.398
                 321                  256                   65               630580            -1047.897
                 321                  257                   64               585519            -1045.702
                 321                  258                   63               522026            -1043.686
                 321                  259                   62               447686            -1042.660
                 321                  260                   61               373424            -1041.819
                 321                  261                   60               303519            -1045.727
                 321                  262                   59               253766            -1040.695
                 321                  263                   58               196945            -1040.279
                 321                  264                   57               149543            -1042.275
                 321                  265                   56               114173            -1036.742
                 321                  266                   55                80380            -1040.878
                 321                  267                   54                58275            -1043.499
                 321                  268                   53                42745            -1034.654
                 321                  269                   52                27808            -1041.948
                 321                  270                   51                19296            -1036.828
                 321                  271                   50                12384            -1040.071
                 321                  272                   49                 8087            -1027.338
                 321                  273                   48                 4473            -1046.314
                 321                  274                   47                 3012            -1059.547
                 321                  275                   46                 2311            -1027.340
                 321                  276                   45                 1200            -1060.087
                 321                  277                   44                  887            -1041.814
                 321                  278                   43                  520            -1066.659
                 321                  279                   42                  396            -1041.181
                 321                  280                   41                  220             -952.087
                 321                  281                   40                   43            -1212.008
                 321                  282                   39                  161            -1086.137
                 321                  283                   38                  139             -978.304
                 321                  284                   37                   34            -1019.629
