       MaxNparticles                Npore               Ngauge    Ngauge_frequencey              Chempot 
                 630                  518                  112                  189             -893.399
                 630                  519                  111                  204             -899.119
                 630                  520                  110                  233             -978.804
                 630                  521                  109                  657             -955.832
                 630                  522                  108                 1411             -924.412
                 630                  523                  107                 2095             -898.755
                 630                  524                  106                 2297             -911.285
                 630                  525                  105                 2880             -929.405
                 630                  526                  104                 4402             -903.179
                 630                  527                  103                 4935             -931.924
                 630                  528                  102                 7616             -909.803
                 630                  529                  101                 9034             -914.893
                 630                  530                  100                11248             -918.910
                 630                  531                   99                14519             -925.310
                 630                  532                   98                19965             -919.085
                 630                  533                   97                25306             -915.186
                 630                  534                   96                30362             -921.676
                 630                  535                   95                38835             -924.956
                 630                  536                   94                51037             -917.595
                 630                  537                   93                61000             -926.521
                 630                  538                   92                79898             -921.074
                 630                  539                   91                97263             -919.500
                 630                  540                   90               115023             -920.344
                 630                  541                   89               135838             -923.668
                 630                  542                   88               164794             -922.800
                 630                  543                   87               195720             -922.472
                 630                  544                   86               228948             -918.797
                 630                  545                   85               253825             -925.665
                 630                  546                   84               300898             -922.600
                 630                  547                   83               340343             -926.572
                 630                  548                   82               398082             -924.335
                 630                  549                   81               448370             -922.357
                 630                  550                   80               487676             -924.973
                 630                  551                   79               539814             -926.350
                 630                  552                   78               599437             -925.692
                 630                  553                   77               652282             -924.372
                 630                  554                   76               690173             -927.539
                 630                  555                   75               747407             -923.570
                 630                  556                   74               763241             -927.238
                 630                  557                   73               802013             -927.939
                 630                  558                   72               838068             -929.453
                 630                  559                   71               878860             -927.134
                 630                  560                   70               885010             -929.709
                 630                  561                   69               904956             -928.660
                 630                  562                   68               901243             -932.907
                 630                  563                   67               928625             -931.269
                 630                  564                   66               925248             -933.835
                 630                  565                   65               935216             -932.041
                 630                  566                   64               912024             -934.752
                 630                  567                   63               903352             -934.288
                 630                  568                   62               876112             -935.195
                 630                  569                   61               844937             -938.978
                 630                  570                   60               837239             -937.104
                 630                  571                   59               798679             -938.790
                 630                  572                   58               763804             -940.423
                 630                  573                   57               731632             -942.053
                 630                  574                   56               701710             -941.170
                 630                  575                   55               654550             -942.218
                 630                  576                   54               606901             -942.492
                 630                  577                   53               554222             -944.804
                 630                  578                   52               510076             -944.926
                 630                  579                   51               461234             -945.604
                 630                  580                   50               412237             -949.671
                 630                  581                   49               378445             -944.305
                 630                  582                   48               320179             -948.142
                 630                  583                   47               277278             -948.203
                 630                  584                   46               235286             -949.631
                 630                  585                   45               198629             -948.027
                 630                  586                   44               161051             -946.062
                 630                  587                   43               124839             -952.007
                 630                  588                   42               101234             -950.541
                 630                  589                   41                78848             -956.364
                 630                  590                   40                64085             -947.087
                 630                  591                   39                45693             -953.497
                 630                  592                   38                34185             -942.495
                 630                  593                   37                21969             -962.742
                 630                  594                   36                17335             -946.188
                 630                  595                   35                11010             -961.587
                 630                  596                   34                 8110             -930.035
                 630                  597                   33                 4043             -925.865
                 630                  598                   32                 1865             -940.545
                 630                  599                   31                  987             -963.340
                 630                  600                   30                  657            -1000.663
                 630                  601                   29                  649             -975.961
                 630                  602                   28                  467             -805.421
