       MaxNparticles                Npore               Ngauge    Ngauge_frequencey              Chempot 
                 620                  503                  117                  126             -964.626
                 620                  504                  116                  321             -913.614
                 620                  505                  115                  452             -868.188
                 620                  506                  114                  375             -928.300
                 620                  507                  113                  614             -862.506
                 620                  508                  112                  469             -927.435
                 620                  509                  111                  747             -889.661
                 620                  510                  110                  765             -864.204
                 620                  511                  109                  580             -957.728
                 620                  512                  108                 1272             -915.346
                 620                  513                  107                 1701             -939.619
                 620                  514                  106                 2976             -928.053
                 620                  515                  105                 4518             -926.219
                 620                  516                  104                 6653             -927.695
                 620                  517                  103                 9869             -914.325
                 620                  518                  102                12440             -920.574
                 620                  519                  101                16681             -922.579
                 620                  520                  100                22663             -917.841
                 620                  521                   99                28875             -919.150
                 620                  522                   98                36972             -920.732
                 620                  523                   97                47718             -916.263
                 620                  524                   96                57917             -920.420
                 620                  525                   95                72964             -920.555
                 620                  526                   94                91104             -925.738
                 620                  527                   93               119441             -921.156
                 620                  528                   92               147005             -923.707
                 620                  529                   91               184292             -924.820
                 620                  530                   90               231456             -923.511
                 620                  531                   89               283218             -920.938
                 620                  532                   88               332753             -920.794
                 620                  533                   87               385919             -919.780
                 620                  534                   86               437387             -921.689
                 620                  535                   85               500852             -921.292
                 620                  536                   84               564283             -923.635
                 620                  537                   83               645360             -922.109
                 620                  538                   82               716661             -920.883
                 620                  539                   81               775292             -922.050
                 620                  540                   80               839637             -923.049
                 620                  541                   79               908429             -922.399
                 620                  542                   78               963378             -923.546
                 620                  543                   77              1022053             -922.742
                 620                  544                   76              1060594             -925.529
                 620                  545                   75              1121537             -923.140
                 620                  546                   74              1138777             -923.157
                 620                  547                   73              1141095             -922.767
                 620                  548                   72              1122927             -924.397
                 620                  549                   71              1110461             -924.757
                 620                  550                   70              1087352             -925.661
                 620                  551                   69              1060652             -923.752
                 620                  552                   68               997766             -925.677
                 620                  553                   67               945636             -925.987
                 620                  554                   66               886188             -926.847
                 620                  555                   65               826185             -925.759
                 620                  556                   64               749175             -928.222
                 620                  557                   63               688034             -927.612
                 620                  558                   62               617676             -929.102
                 620                  559                   61               555109             -927.426
                 620                  560                   60               481497             -927.196
                 620                  561                   59               409721             -928.446
                 620                  562                   58               347778             -929.850
                 620                  563                   57               294901             -925.641
                 620                  564                   56               234185             -933.458
                 620                  565                   55               199821             -933.201
                 620                  566                   54               166963             -932.449
                 620                  567                   53               135797             -933.869
                 620                  568                   52               110180             -937.288
                 620                  569                   51                91212             -938.557
                 620                  570                   50                75142             -935.677
                 620                  571                   49                58720             -939.661
                 620                  572                   48                47069             -937.134
                 620                  573                   47                35905             -936.045
                 620                  574                   46                26486             -936.372
                 620                  575                   45                19194             -930.575
                 620                  576                   44                12733             -918.181
                 620                  577                   43                 7166             -950.437
                 620                  578                   42                 5703             -947.082
                 620                  579                   41                 4266             -918.330
                 620                  580                   40                 2241             -916.756
                 620                  581                   39                 1128             -962.886
                 620                  582                   38                  939             -912.980
                 620                  583                   37                  430            -1001.415
                 620                  584                   36                  528             -943.250
                 620                  585                   35                  324             -945.350
                 620                  586                   34                  198             -941.133
                 620                  587                   33                  112            -1007.159
