       MaxNparticles                Npore               Ngauge    Ngauge_frequencey              Chempot 
                 371                  275                   96                  154            -1060.527
                 371                  276                   95                  366             -998.503
                 371                  277                   94                  423            -1042.204
                 371                  278                   93                  798            -1016.141
                 371                  279                   92                 1105            -1051.442
                 371                  280                   91                 2268            -1021.298
                 371                  281                   90                 3260            -1046.127
                 371                  282                   89                 6159            -1023.574
                 371                  283                   88                 8887            -1044.083
                 371                  284                   87                16037            -1037.410
                 371                  285                   86                26505            -1024.236
                 371                  286                   85                37237            -1036.317
                 371                  287                   84                59380            -1031.554
                 371                  288                   83                88608            -1026.442
                 371                  289                   82               123218            -1028.994
                 371                  290                   81               174303            -1024.069
                 371                  291                   80               230202            -1021.758
                 371                  292                   79               292431            -1022.875
                 371                  293                   78               371562            -1021.242
                 371                  294                   77               457488            -1019.433
                 371                  295                   76               544659            -1019.541
                 371                  296                   75               640816            -1018.345
                 371                  297                   74               733899            -1016.381
                 371                  298                   73               810851            -1013.332
                 371                  299                   72               853433            -1015.640
                 371                  300                   71               909679            -1012.276
                 371                  301                   70               920026            -1013.593
                 371                  302                   69               931327            -1013.787
                 371                  303                   68               931360            -1012.286
                 371                  304                   67               902256            -1010.759
                 371                  305                   66               846275            -1008.874
                 371                  306                   65               765211            -1007.669
                 371                  307                   64               672093            -1007.417
                 371                  308                   63               579549            -1005.924
                 371                  309                   62               483596            -1009.113
                 371                  310                   61               411899            -1005.831
                 371                  311                   60               332436            -1002.448
                 371                  312                   59               253875            -1004.091
                 371                  313                   58               194270            -1001.804
                 371                  314                   57               142361            -1001.593
                 371                  315                   56               102276            -1001.641
                 371                  316                   55                72228            -1004.670
                 371                  317                   54                51866            -1002.653
                 371                  318                   53                35732             -993.984
                 371                  319                   52                21877            -1000.074
                 371                  320                   51                14091             -994.082
                 371                  321                   50                 8311            -1013.806
                 371                  322                   49                 6024             -996.437
                 371                  323                   48                 3507            -1006.719
                 371                  324                   47                 2250             -992.789
                 371                  325                   46                 1205             -941.749
                 371                  326                   45                  352            -1085.499
                 371                  327                   44                  522             -989.832
                 371                  328                   43                  253             -572.003
