       MaxNparticles                Npore               Ngauge    Ngauge_frequencey              Chempot 
                 580                  463                  117                   43             -935.251
                 580                  464                  116                   78             -931.902
                 580                  465                  115                  135             -938.211
                 580                  466                  114                  249             -883.760
                 580                  467                  113                  244             -922.881
                 580                  468                  112                  371             -924.871
                 580                  469                  111                  572             -913.809
                 580                  470                  110                  770             -910.500
                 580                  471                  109                  989             -931.060
                 580                  472                  108                 1593             -908.971
                 580                  473                  107                 1974             -904.330
                 580                  474                  106                 2298             -938.838
                 580                  475                  105                 3935             -936.026
                 580                  476                  104                 6463             -924.930
                 580                  477                  103                 9259             -920.408
                 580                  478                  102                12474             -920.108
                 580                  479                  101                16585             -927.032
                 580                  480                  100                23637             -930.491
                 580                  481                   99                34702             -922.798
                 580                  482                   98                46183             -918.431
                 580                  483                   97                57873             -922.453
                 580                  484                   96                75166             -921.036
                 580                  485                   95                95065             -920.757
                 580                  486                   94               118599             -921.519
                 580                  487                   93               147685             -922.837
                 580                  488                   92               184717             -920.917
                 580                  489                   91               223578             -924.046
                 580                  490                   90               277440             -923.905
                 580                  491                   89               339947             -922.150
                 580                  492                   88               403708             -921.063
                 580                  493                   87               468176             -922.774
                 580                  494                   86               547397             -921.512
                 580                  495                   85               623584             -923.974
                 580                  496                   84               722201             -921.283
                 580                  497                   83               801478             -921.159
                 580                  498                   82               877623             -920.471
                 580                  499                   81               941969             -921.628
                 580                  500                   80              1012033             -921.806
                 580                  501                   79              1076071             -922.141
                 580                  502                   78              1134204             -921.467
                 580                  503                   77              1171268             -921.588
                 580                  504                   76              1195692             -920.462
                 580                  505                   75              1189328             -920.179
                 580                  506                   74              1163659             -920.823
                 580                  507                   73              1131683             -921.216
                 580                  508                   72              1090609             -920.571
                 580                  509                   71              1029002             -921.128
                 580                  510                   70               963514             -922.011
                 580                  511                   69               898526             -920.015
                 580                  512                   68               807289             -921.222
                 580                  513                   67               724749             -920.883
                 580                  514                   66               638597             -920.238
                 580                  515                   65               550207             -921.469
                 580                  516                   64               473500             -921.583
                 580                  517                   63               401744             -919.490
                 580                  518                   62               327587             -918.602
                 580                  519                   61               260218             -922.102
                 580                  520                   60               211687             -920.976
                 580                  521                   59               167214             -922.434
                 580                  522                   58               132070             -923.435
                 580                  523                   57               103727             -924.358
                 580                  524                   56                80913             -924.433
                 580                  525                   55                62063             -918.049
                 580                  526                   54                43457             -919.389
                 580                  527                   53                30338             -927.308
                 580                  528                   52                22761             -932.785
                 580                  529                   51                17839             -912.698
                 580                  530                   50                10894             -909.476
                 580                  531                   49                 6286             -929.539
                 580                  532                   48                 4473             -910.570
                 580                  533                   47                 2509             -948.134
                 580                  534                   46                 2119             -918.123
                 580                  535                   45                 1242             -968.004
                 580                  536                   44                 1261             -947.253
                 580                  537                   43                  987             -929.351
                 580                  538                   42                  615             -940.647
                 580                  539                   41                  426             -970.823
                 580                  540                   40                  407             -923.256
                 580                  541                   39                  220             -909.462
                 580                  542                   38                   99             -640.797
