-109325 1.77799e-07
-108875 1.77799e-07
-108200 1.77799e-07
-107975 7.11196e-07
-107525 1.77799e-07
-107300 1.77799e-07
-107075 3.55598e-07
-106850 1.77799e-07
-106625 1.77799e-07
-106400 3.55598e-07
-105725 1.77799e-07
-105500 1.77799e-07
-105050 3.55598e-07
-104825 3.55598e-07
-104375 3.55598e-07
-103925 7.11196e-07
-103700 3.55598e-07
-103475 3.55598e-07
-103250 7.11196e-07
-103025 1.77799e-07
-102800 1.77799e-07
-102575 1.77799e-07
-102350 8.88996e-07
-102125 8.88996e-07
-101900 8.88996e-07
-101675 1.06679e-06
-101450 1.06679e-06
-101225 3.55598e-07
-101000 1.24459e-06
-100775 1.24459e-06
-100550 7.11196e-07
-100325 8.88996e-07
-100100 3.55598e-07
-99875 1.24459e-06
-99650 5.33397e-07
-99425 1.42239e-06
-99200 8.88996e-07
-98975 1.60019e-06
-98750 1.06679e-06
-98525 1.24459e-06
-98300 1.95579e-06
-98075 1.60019e-06
-97850 8.88996e-07
-97625 5.33397e-07
-97400 1.42239e-06
-97175 1.42239e-06
-96950 2.66699e-06
-96725 1.95579e-06
-96500 2.66699e-06
-96275 2.84479e-06
-96050 3.20038e-06
-95825 3.91158e-06
-95600 3.37818e-06
-95375 3.20038e-06
-95150 2.13359e-06
-94925 3.91158e-06
-94700 3.73378e-06
-94475 2.48919e-06
-94250 3.37818e-06
-94025 3.20038e-06
-93800 2.84479e-06
-93575 2.84479e-06
-93350 1.77799e-06
-93125 4.26718e-06
-92900 5.15617e-06
-92675 4.62278e-06
-92450 7.11196e-06
-92225 5.33397e-06
-92000 5.86737e-06
-91775 6.40077e-06
-91550 6.04517e-06
-91325 4.26718e-06
-91100 5.51177e-06
-90875 7.28976e-06
-90650 6.93417e-06
-90425 8.17876e-06
-90200 6.93417e-06
-89975 7.11196e-06
-89750 6.40077e-06
-89525 6.93417e-06
-89300 7.28976e-06
-89075 8.17876e-06
-88850 6.75637e-06
-88625 7.64536e-06
-88400 7.64536e-06
-88175 8.00096e-06
-87950 9.06775e-06
-87725 8.35656e-06
-87500 1.19125e-05
-87275 8.00096e-06
-87050 9.42335e-06
-86825 9.95675e-06
-86600 1.08457e-05
-86375 1.17347e-05
-86150 9.24555e-06
-85925 9.77895e-06
-85700 1.28015e-05
-85475 1.33349e-05
-85250 1.36905e-05
-85025 1.33349e-05
-84800 1.20903e-05
-84575 1.42239e-05
-84350 1.42239e-05
-84125 1.52907e-05
-83900 1.92023e-05
-83675 1.61797e-05
-83450 1.61797e-05
-83225 1.93801e-05
-83000 1.65353e-05
-82775 1.84911e-05
-82550 1.47573e-05
-82325 2.00913e-05
-82100 1.76021e-05
-81875 2.06247e-05
-81650 2.15137e-05
-81425 2.34695e-05
-81200 2.29361e-05
-80975 2.25805e-05
-80750 2.22249e-05
-80525 2.20471e-05
-80300 2.20471e-05
-80075 2.25805e-05
-79850 2.36473e-05
-79625 2.57809e-05
-79400 2.18693e-05
-79175 2.79145e-05
-78950 2.15137e-05
-78725 2.43585e-05
-78500 2.57809e-05
-78275 2.73811e-05
-78050 2.72033e-05
-77825 2.64921e-05
-77600 2.57809e-05
-77375 3.30706e-05
-77150 2.77367e-05
-76925 2.96925e-05
-76700 3.16482e-05
-76475 3.02258e-05
-76250 3.55598e-05
-76025 2.98703e-05
-75800 2.89813e-05
-75575 3.00481e-05
-75350 2.68477e-05
-75125 3.2715e-05
-74900 2.91591e-05
-74675 2.82701e-05
-74450 3.12926e-05
-74225 3.48486e-05
-74000 3.1826e-05
-73775 3.41374e-05
-73550 3.0937e-05
-73325 3.28928e-05
-73100 3.6271e-05
-72875 3.2715e-05
-72650 3.3604e-05
-72425 3.57376e-05
-72200 3.78712e-05
-71975 3.43152e-05
-71750 3.91158e-05
-71525 3.3604e-05
-71300 3.5382e-05
-71075 3.5382e-05
-70850 3.92936e-05
-70625 3.82268e-05
-70400 3.50264e-05
-70175 3.87602e-05
-69950 3.50264e-05
-69725 3.82268e-05
-69500 3.69822e-05
-69275 3.6271e-05
-69050 3.87602e-05
-68825 3.37818e-05
-68600 3.48486e-05
-68375 3.68044e-05
-68150 3.8049e-05
-67925 3.0937e-05
-67700 3.8049e-05
-67475 3.50264e-05
-67250 3.8938e-05
-67025 3.43152e-05
-66800 3.41374e-05
-66575 3.8938e-05
-66350 4.01826e-05
-66125 3.59154e-05
-65900 3.41374e-05
-65675 3.716e-05
-65450 3.2715e-05
-65225 3.60932e-05
-65000 3.25372e-05
-64775 3.30706e-05
-64550 3.30706e-05
-64325 3.68044e-05
-64100 3.52042e-05
-63875 3.37818e-05
-63650 3.41374e-05
-63425 3.05814e-05
-63200 2.98703e-05
-62975 3.16482e-05
-62750 3.07592e-05
-62525 2.63143e-05
-62300 2.86257e-05
-62075 2.95147e-05
-61850 2.73811e-05
-61625 2.79145e-05
-61400 3.04036e-05
-61175 2.47141e-05
-60950 2.45363e-05
-60725 2.59587e-05
-60500 2.41807e-05
-60275 2.64921e-05
-60050 2.63143e-05
-59825 2.68477e-05
-59600 2.16915e-05
-59375 2.24027e-05
-59150 2.11581e-05
-58925 2.40029e-05
-58700 2.20471e-05
-58475 2.00913e-05
-58250 2.11581e-05
-58025 1.72465e-05
-57800 2.13359e-05
-57575 1.92023e-05
-57350 1.76021e-05
-57125 2.24027e-05
-56900 1.49351e-05
-56675 1.79577e-05
-56450 1.58241e-05
-56225 1.68909e-05
-56000 1.65353e-05
