       MaxNparticles                Npore               Ngauge    Ngauge_frequencey              Chempot 
                 471                  366                  105                   70            -1005.609
                 471                  367                  104                  215             -954.686
                 471                  368                  103                  365             -983.839
                 471                  369                  102                  857             -909.152
                 471                  370                  101                  847             -943.606
                 471                  371                  100                 1230             -943.383
                 471                  372                   99                 1764             -950.877
                 471                  373                   98                 2729             -922.109
                 471                  374                   97                 3006             -968.017
                 471                  375                   96                 5545             -957.829
                 471                  376                   95                 9008             -938.499
                 471                  377                   94                11605             -953.799
                 471                  378                   93                17627             -954.281
                 471                  379                   92                26636             -947.377
                 471                  380                   91                36789             -941.037
                 471                  381                   90                46739             -946.545
                 471                  382                   89                62552             -947.913
                 471                  383                   88                84093             -947.730
                 471                  384                   87               111547             -949.573
                 471                  385                   86               149403             -948.810
                 471                  386                   85               196087             -943.573
                 471                  387                   84               239555             -948.885
                 471                  388                   83               307359             -946.288
                 471                  389                   82               378241             -943.282
                 471                  390                   81               444296             -943.313
                 471                  391                   80               515701             -942.879
                 471                  392                   79               588264             -943.595
                 471                  393                   78               668109             -942.487
                 471                  394                   77               739738             -945.192
                 471                  395                   76               833983             -942.360
                 471                  396                   75               898410             -944.100
                 471                  397                   74               974303             -943.321
                 471                  398                   73              1033253             -942.527
                 471                  399                   72              1071184             -941.872
                 471                  400                   71              1087103             -940.459
                 471                  401                   70              1070470             -940.732
                 471                  402                   69              1042504             -940.531
                 471                  403                   68               998458             -940.313
                 471                  404                   67               940067             -940.639
                 471                  405                   66               875336             -938.635
                 471                  406                   65               784673             -939.371
                 471                  407                   64               698606             -938.483
                 471                  408                   63               606213             -938.619
                 471                  409                   62               518629             -940.140
                 471                  410                   61               444333             -936.932
                 471                  411                   60               361023             -937.797
                 471                  412                   59               291398             -936.008
                 471                  413                   58               226591             -935.111
                 471                  414                   57               171439             -934.588
                 471                  415                   56               126714             -931.455
                 471                  416                   55                88770             -936.459
                 471                  417                   54                64681             -932.373
                 471                  418                   53                44156             -932.568
                 471                  419                   52                29652             -935.773
                 471                  420                   51                20267             -941.149
                 471                  421                   50                14449             -929.336
                 471                  422                   49                 8821             -919.257
                 471                  423                   48                 4702             -944.007
                 471                  424                   47                 3260             -914.477
                 471                  425                   46                 1578             -935.763
                 471                  426                   45                  954             -901.943
                 471                  427                   44                  383             -906.829
                 471                  428                   43                  159             -919.986
