       MaxNparticles                Npore               Ngauge    Ngauge_frequencey              Chempot 
                 346                  244                  102                   51            -1053.346
                 346                  245                  101                   94            -1047.802
                 346                  246                  100                  161            -1071.458
                 346                  247                   99                  358             -973.635
                 346                  248                   98                  257             -987.473
                 346                  249                   97                  214            -1031.782
                 346                  250                   96                  293            -1039.956
                 346                  251                   95                  436            -1084.384
                 346                  252                   94                 1068            -1063.934
                 346                  253                   93                 2048            -1074.413
                 346                  254                   92                 4381            -1057.488
                 346                  255                   91                 7637            -1053.429
                 346                  256                   90                12570            -1040.087
                 346                  257                   89                17562            -1041.057
                 346                  258                   88                24535            -1045.539
                 346                  259                   87                35677            -1042.208
                 346                  260                   86                49369            -1043.087
                 346                  261                   85                68214            -1041.696
                 346                  262                   84                91684            -1041.166
                 346                  263                   83               121043            -1039.557
                 346                  264                   82               155017            -1039.850
                 346                  265                   81               196794            -1039.771
                 346                  266                   80               246561            -1039.683
                 346                  267                   79               304790            -1039.799
                 346                  268                   78               372557            -1037.854
                 346                  269                   77               439717            -1036.323
                 346                  270                   76               503429            -1035.065
                 346                  271                   75               560743            -1036.122
                 346                  272                   74               623878            -1035.673
                 346                  273                   73               681349            -1035.839
                 346                  274                   72               735453            -1035.967
                 346                  275                   71               784131            -1033.554
                 346                  276                   70               801944            -1034.199
                 346                  277                   69               814608            -1032.089
                 346                  278                   68               796167            -1033.895
                 346                  279                   67               782896            -1031.367
                 346                  280                   66               736877            -1030.113
                 346                  281                   65               673470            -1028.846
                 346                  282                   64               597456            -1029.317
                 346                  283                   63               524695            -1029.556
                 346                  284                   62               454836            -1029.024
                 346                  285                   61               385662            -1023.715
                 346                  286                   60               302753            -1025.072
                 346                  287                   59               237432            -1024.880
                 346                  288                   58               182700            -1025.504
                 346                  289                   57               139193            -1024.397
                 346                  290                   56               102905            -1024.413
                 346                  291                   55                74756            -1017.805
                 346                  292                   54                49449            -1028.649
                 346                  293                   53                36362            -1037.819
                 346                  294                   52                29150            -1023.580
                 346                  295                   51                19477            -1021.807
                 346                  296                   50                12507            -1026.209
                 346                  297                   49                 8281            -1014.541
                 346                  298                   48                 4701             -982.301
                 346                  299                   47                 1807             -990.723
                 346                  300                   46                  749            -1054.241
                 346                  301                   45                  629             -919.973
                 346                  302                   44                  111             -959.148
                 346                  303                   43                   30             -987.784
