       MaxNparticles                Npore               Ngauge    Ngauge_frequencey              Chempot 
                 571                  454                  117                   38             -992.032
                 571                  455                  116                  132             -882.742
                 571                  456                  115                  130             -925.018
                 571                  457                  114                  206             -872.347
                 571                  458                  113                  177             -758.679
                 571                  459                  112                   41            -1028.067
                 571                  460                  111                  206             -907.232
                 571                  461                  110                  257             -961.704
                 571                  462                  109                  593             -909.195
                 571                  463                  108                  743             -956.400
                 571                  464                  107                 1584             -927.254
                 571                  465                  106                 2396             -908.972
                 571                  466                  105                 2912             -908.928
                 571                  467                  104                 3504             -933.346
                 571                  468                  103                 5524             -940.665
                 571                  469                  102                 9379             -921.470
                 571                  470                  101                12657             -922.495
                 571                  471                  100                17113             -919.061
                 571                  472                   99                22025             -934.520
                 571                  473                   98                33500             -917.839
                 571                  474                   97                41666             -926.368
                 571                  475                   96                56558             -924.629
                 571                  476                   95                74483             -916.213
                 571                  477                   94                88146             -923.327
                 571                  478                   93               111981             -926.406
                 571                  479                   92               145800             -926.712
                 571                  480                   91               188451             -924.935
                 571                  481                   90               236075             -923.468
                 571                  482                   89               287611             -924.749
                 571                  483                   88               351629             -924.069
                 571                  484                   87               421766             -922.792
                 571                  485                   86               492883             -922.231
                 571                  486                   85               565724             -922.276
                 571                  487                   84               642104             -924.132
                 571                  488                   83               735700             -923.879
                 571                  489                   82               830495             -922.590
                 571                  490                   81               912637             -921.868
                 571                  491                   80               982510             -919.918
                 571                  492                   79              1021596             -923.559
                 571                  493                   78              1093635             -922.261
                 571                  494                   77              1138879             -921.815
                 571                  495                   76              1164821             -921.672
                 571                  496                   75              1173953             -921.481
                 571                  497                   74              1165047             -921.118
                 571                  498                   73              1136049             -922.338
                 571                  499                   72              1108182             -922.030
                 571                  500                   71              1062439             -921.694
                 571                  501                   70              1000575             -921.252
                 571                  502                   69               924351             -923.629
                 571                  503                   68               864968             -921.743
                 571                  504                   67               780626             -921.743
                 571                  505                   66               694145             -920.034
                 571                  506                   65               596247             -919.982
                 571                  507                   64               504094             -920.334
                 571                  508                   63               421322             -920.005
                 571                  509                   62               345337             -924.569
                 571                  510                   61               293513             -923.478
                 571                  511                   60               242394             -922.927
                 571                  512                   59               195657             -919.927
                 571                  513                   58               150054             -923.842
                 571                  514                   57               118318             -927.454
                 571                  515                   56                95559             -923.957
                 571                  516                   55                72846             -919.923
                 571                  517                   54                52077             -909.549
                 571                  518                   53                32457             -922.846
                 571                  519                   52                23121             -928.890
                 571                  520                   51                17318             -906.686
                 571                  521                   50                 9865             -904.629
                 571                  522                   49                 5381             -919.125
                 571                  523                   48                 3396             -943.320
                 571                  524                   47                 2770             -936.368
                 571                  525                   46                 2043             -884.595
                 571                  526                   45                  815             -969.067
                 571                  527                   44                  837             -912.366
                 571                  528                   43                  439             -940.054
                 571                  529                   42                  309             -866.042
                 571                  530                   41                   91             -883.629
